Project,Package,Class,Method,Smell,Description,File
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testInterfaceNotThrowingException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testInvalidJavaFileNotThrowingException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithoutEnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithEnd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeRouteTest,testFoldingRangeOnJavaFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeRouteTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelApiBasedComponentHoverTest,tesOnOption,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelApiBasedComponentHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelApiBasedComponentHoverTest,tesOnOption,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.CamelTextDocumentService.hover; com.github.cameltooling.lsp.internal.AbstractLanguageServer.getTextDocumentService,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelApiBasedComponentHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineComponentPropertyHoverTest,testProvideDocumentationOnHoverOfComponentName,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineComponentPropertyHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineComponentPropertyHoverTest,testProvideDocumentationOnHoverOfComponentAttribute,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineComponentPropertyHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineComponentPropertyHoverTest,testNoErrorWithPartialNoComponentNameSpecified,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineComponentPropertyHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineComponentPropertyHoverTest,testNoErrorWithUnknownComponent,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineComponentPropertyHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineComponentPropertyHoverTest,testNoErrorWithUnknownParameter,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineComponentPropertyHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineTraitHoverTest,testProvideDocumentationForTraitDefinitionNameOnHover,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineTraitHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineTraitHoverTest,testProvideDocumentationForTraitPropertyNameOnHover,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineTraitHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineTraitHoverTest,testProvideNoErroOnHoverOnDefinitionNameForUnknownDefinitionName,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineTraitHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineTraitHoverTest,testProvideNoErroOnHoverOnPropertyForUnknownDefinitionName,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineTraitHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineTraitHoverTest,testProvideNoErroOnHoverOnPropertyForUnknownDefintionName,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineTraitHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyUri,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getOptionParams; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getComponentAndPathUriElementInstance,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testComponentOnlyInUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testComponentOnlyInUri,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getEndPositionInUri; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getComponentAndPathUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance.getComponentName,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testComponentWithSomethingElseInUri,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testComponentWithSomethingElseInUri,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance.getComponent; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getEndPositionInUri; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getComponentAndPathUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance.getComponentName,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testPathParam,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testPathParam,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance.getPathParams; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getEndPositionInUri; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance.getValue; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getComponentAndPathUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getStartPositionInUri,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testOptionParam,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testSeveralOptionParam,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testSeveralOptionParamForJava,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionParam,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionParam,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getEndPositionInUri; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance.getValue; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance.getKeyName; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getOptionParams; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance.getKey; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getStartPositionInUri,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParam,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParam,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getEndPositionInUri; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance.getValue; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance.getKeyName; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getOptionParams; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance.getKey; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getStartPositionInUri,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParamWithAnd,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParamWithAndForJava,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParamWithEqual,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParamWithEqual,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getEndPositionInUri; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance.getValue; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance.getKeyName; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance.getOptionParams; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance.getValueName; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance.getKey; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance.getStartPositionInUri,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\CamelURIInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel.propertiesfile,CamelPropertyEntryInstanceTest,testComponent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\propertiesfile\CamelPropertyEntryInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel.propertiesfile,CamelPropertyEntryInstanceTest,testComponent,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.instancemodel.propertiesfile.CamelPropertyKeyInstance.getCamelPropertyKey; com.github.cameltooling.lsp.internal.instancemodel.propertiesfile.CamelComponentPropertyKey.getComponentProperty; com.github.cameltooling.lsp.internal.instancemodel.propertiesfile.CamelPropertyKeyInstance.getCamelComponentPropertyKey; com.github.cameltooling.lsp.internal.instancemodel.propertiesfile.CamelComponentPropertyKey.getComponentId; com.github.cameltooling.lsp.internal.instancemodel.propertiesfile.CamelPropertyEntryInstance.getCamelPropertyKeyInstance,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\instancemodel\propertiesfile\CamelPropertyEntryInstanceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineOptionTest,testOptionParsingBasic,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineOptionTest,testOptionParsingBasic,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getOptionName; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getOptionValue; com.github.cameltooling.lsp.internal.modelinemodel.ICamelKModelineOptionValue.getValueAsString; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModeline.getOptions,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineOptionTest,test2Options,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineOptionTest,test2OptionsWithTabSeparator,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineOptionTest,testOptionsWithIncompleteOptions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineOptionTest,testOptionsWithIncompleteOptions,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getStartPositionInLine; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getEndPositionInLine; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getOptionName; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getOptionValue; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModeline.getOptions,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineOptionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineTest,testWithXmlCommentWithoutSpaceWithValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineTest,testWithXmlCommentWithoutSpaceWithValue,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineOption.getOptionValue; com.github.cameltooling.lsp.internal.modelinemodel.ICamelKModelineOptionValue.getValueAsString; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModeline.getOptions; com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable.getEndPositionInLine,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to_whenUsingCamelNamespacePrefix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_from,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveSeveralDirectReferenceFor_from,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithSameFrom,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithSameTo,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testFindReferencesEvenWhenThereisAnEmptyURiSomewhere,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveNoReferenceWithDifferentDirectIds,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.telemetry,TelemetryTest,testInitializationWithJvmInfoMetric,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\telemetry\TelemetryTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentOptionDashedNameCompletionTest,testProvideFilteredCompletionWhenInsideValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentOptionDashedNameCompletionTest.java
camel-language-server,com.github.cameltooling.lsp.internal.completion.camelapplicationproperties,CamelPropertiesComponentOptionNameCompletionTest,testProvideFilteredCompletionWhenInsideValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\completion\camelapplicationproperties\CamelPropertiesComponentOptionNameCompletionTest.java
